	Favorite Count	Favorited	ID	Phone Type	Replied	Retweet Count	Retweeted	Screen Name	Tweet Coordinates	Tweet Created At	Tweet Text	User Location	User Name
4299	0	False	1171713583971012613	Twitter for Android		3	False	billatnapier		2019-09-11 09:14:22	RT @EdScotSciences: Jackie Galbraith sharing today’s conference planned by students @WestLoCollege #connection #inspiration #interrupt19 Sc…	Edinburgh	Prof B Buchanan OBE
4300	0	False	1171713509735960576	Twitter for Android		1856	False	TCarabanchel		2019-09-11 09:14:04	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…		Tyrion Carabanchel
4301	0	False	1171713382283694083	Twitter Web App		1856	False	50Fearless		2019-09-11 09:13:34	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Europe	fearlessoffabfifty.com
4302	0	False	1171713358736830464	Twitter for iPhone		1856	False	Lostpassword7		2019-09-11 09:13:28	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…		Lostpassword
4303	0	False	1171713347970113536	Twitter Web App		1	False	UofGPGRGuru		2019-09-11 09:13:26	RT @UofGSciEngGrads: Work with the foremost information retrieval group in Europe and have access to state of the art machines! Fully funde…	Glasgow, Scotland	UofG PGR Service
4304	0	False	1171713276985536514	Twitter Web App		41	False	ColdinOz		2019-09-11 09:13:09	"RT @RogerPielkeJr: 21 years of data on US flash floods (1996-2017)
No trends up or down for the CONUS

Ahmadalipour &amp; Moradkhani 2019. A da…"	Manjimup  WA	Ted Middleton
4305	0	False	1171713256173387776	Twitter Web App		2	False	chidambara09		2019-09-11 09:13:04	RT @dbi_srl: Driving the Success of Data Science Solutions : Skills, Roles and Responsibilities - #Infographic - @Gartner_inc @ipfconline1…	Mysore  and  BERLIN 	Chidambara .ML.
4306	0	False	1171713242458013696	Twitter for Android		53	False	sMbajpai214		2019-09-11 09:13:01	RT @esascience: Space Science #ImageOfTheWeek: @esa #science research fellow Joana S. Oliveira has used @MESSENGER2011 data to discover sur…	Kanpur,INDIA	sHiVaM bAjPaI 🇮🇳
4307	0	False	1171713236519071744	HubSpot		4	False	AnaekoLtd		2019-09-11 09:12:59	Data #ethics has been a huge concern for the #Government. They first released the 'Data Science Ethical Framework'… https://t.co/OcO1qctf4Y	Belfast, Northern Ireland	Anaeko is Your Digital Services Partner
4308	0	False	1171713173747118080	Twitter Web App		17	False	sylvainpresta		2019-09-11 09:12:44	RT @MikeTamir: MachineLearning Blueprint now publishing under the IBM Data Science Community!  https://t.co/YcQ0Nwypfb #AI #DataScience #De…	Angers, France	Sylvain Prestavoine
4309	0	False	1171713101374164992	Twitter Web App		3	False	chidambara09		2019-09-11 09:12:27	RT @ntiative: Lead Big Data Software Engineer with Hadoop #ntiative #bigdata https://t.co/mqsNZiWvkH https://t.co/sg2NylU0xQ	Mysore  and  BERLIN 	Chidambara .ML.
4310	0	False	1171713016460656641	TweetDeck		2	False	FENews		2019-09-11 09:12:07	RT @Qlik_UK: Is it time to ditch the certificate? Our latest study with @DataLitProject has uncovered that global enterprises are hiring pr…	UK	FE News
4311	0	False	1171712979689193472	Twitter Web App		2	False	j_mikolai		2019-09-11 09:11:58	RT @allstat_mail: JOB | Assistant Professor (tenure-track) and Professor Positions in Data Science, IST Austria https://t.co/UEcXmQaNXV	St Andrews, UK	Julia Mikolai
4312	0	False	1171712664151703553	Twitter Web App		39	False	chpoletto		2019-09-11 09:10:43	RT @danielapaolotti: Do you want to work with us at @ISI_Fondazione on Data Science for Social Impact? You have until September 22nd to app…	Paris	Chiara Poletto
4313	1	False	1171712580982910976	Twitter Web App		0	False	freespee		2019-09-11 09:10:23	How Can Data Science Help to Take the Best Decisions in a Company? via @Medium https://t.co/l34RQa2Xng… https://t.co/viw06bUiOV	London, Uppsala, Paris	Freespee
4314	0	False	1171712512338743296	Twitter Web App		0	False	dp_network		2019-09-11 09:10:06	"Engage yourself in a Data Science technology training to boost up your career!!

Become a certified Data Scientist… https://t.co/CZowgquKcE"	Chennai, India	Dreamsplus
4315	0	False	1171712486518775811	HubSpot		0	False	KubicleTraining		2019-09-11 09:10:00	“You can have data without information, but you cannot have information without data.” - Daniel Keys Moran, Compute… https://t.co/h12PGLbkta	Worldwide	Kubicle
4316	0	False	1171712440041709568	Twitter for iPhone		6	False	adejola_		2019-09-11 09:09:49	"RT @TosinOlugbenga: While you await the Buhari and Atiku Breaking News

Apply for FULL STACK WEB DEVELOPMENT via https://t.co/lOPx2rAsz2

P…"	Everywhere & Nowhere	Bird is the word
4317	0	False	1171712335091838976	Twitter for Android		1856	False	SmellsTweets		2019-09-11 09:09:24	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Cambridge, England	Ellie
4318	0	False	1171712202962849794	into.AI		0	False	into_AI		2019-09-11 09:08:53	Astonishing Growth in Data Science and Machine Learning Service Market by Leading -  https://t.co/42eX5sbeWE #datascience #intoAInews	talk@into.AI	into.AI - The Global AI Ecosystem #intoAI
4319	0	False	1171712202618920961	into.AI		0	False	into_AI		2019-09-11 09:08:53	Astonishing Growth in Data Science and Machine Learning Service Market by Leading -  https://t.co/5XqpAuCnIz #datascience #intoAInews	talk@into.AI	into.AI - The Global AI Ecosystem #intoAI
4320	0	False	1171712175603404800	into.AI		0	False	into_AI		2019-09-11 09:08:46	EU grant taking data science to a higher level - EU grant taking data science t https://t.co/JZrsch52Np #datascience #intoAInews	talk@into.AI	into.AI - The Global AI Ecosystem #intoAI
4321	0	False	1171712174831669248	into.AI		0	False	into_AI		2019-09-11 09:08:46	EU grant taking data science to a higher level - EU grant taking data science t https://t.co/GmfuhcmpDh #datascience #intoAInews	talk@into.AI	into.AI - The Global AI Ecosystem #intoAI
4322	0	False	1171711909479026689	Twitter for Android		2	False	pdqnorman		2019-09-11 09:07:43	RT @allstat_mail: JOB | Assistant Professor (tenure-track) and Professor Positions in Data Science, IST Austria https://t.co/UEcXmQaNXV		Paul Norman
4323	0	False	1171711786581725184	Twitter Web App		39	False	_jimduggan		2019-09-11 09:07:13	RT @danielapaolotti: Do you want to work with us at @ISI_Fondazione on Data Science for Social Impact? You have until September 22nd to app…	Galway, Ireland	Jim Duggan
4324	0	False	1171711679366696961	Twitter for Android		26	False	aashishiyer		2019-09-11 09:06:48	RT @NAN_DINI_: @prasanto @Furkan_Khan @NPR Perhaps you need a white person to spell O-R-G-A-N-I-C for you to understand &amp; some scientific d…	Bharat	Ashish Iyer
4325	4	False	1171711605144526848	Tweetbot for iΟS		3	False	cdhowe		2019-09-11 09:06:30	@juliasilge notes that 41% of their developer survey respondents have less than 5 years of experience. This has hug… https://t.co/vTATCBJ9V1	Stow, Massachusetts	Carl Howe
4326	0	False	1171711557224542209	Twitter Web App		0	False	AdAlchemist		2019-09-11 09:06:19	Data may help predict what will happen - so well that computers can drive cars &amp; beat humans at chess but even toda… https://t.co/9Ku1BUzSMv	Milton Keynes	Colin Gray
4327	0	False	1171711550031368192	Twitter Web App		2	False	MereSophistry		2019-09-11 09:06:17	RT @ScholCommons: Want to improve your data viz skills? the NCSA is holding a free online course on 3D Data Visualization for Science Commu…	Cornfields	John Gallagher
4328	0	False	1171711509841481728	Twitter for iPhone		6	False	Sire_Antoine_		2019-09-11 09:06:07	"RT @TosinOlugbenga: While you await the Buhari and Atiku Breaking News

Apply for FULL STACK WEB DEVELOPMENT via https://t.co/lOPx2rAsz2

P…"	Ilorin, Nigeria	ProudSon of a PrayingMama⚓
4329	1	False	1171711335651917825	Twitter Web App	1171703754913173517	0	False	TandonSuranjali		2019-09-11 09:05:26	@IrmaMosqueraV @ManonWintgens @LeidenLaw @Patterns_Matter @DataScienceLCDS That's super Manon.  Data science can be… https://t.co/7LqYVjZDFd	New Delhi	Suranjali Tandon
4330	0	False	1171711300063416321	Twitter Web App		3	False	LauraSwalez		2019-09-11 09:05:17	RT @StephensScown: A packed house for day 1 of the #earlconf.  Ben Travers is looking forward to presenting later on #legal #investment iss…	England, United Kingdom	Laura Swales
4331	1	False	1171711292404621312	HubSpot		0	False	TenguPaaS		2019-09-11 09:05:16	Data and fashion: how Nike uses data insights to focus more on consumer behaviour and use the new insights for prod… https://t.co/Jt3HgYIMmb	Ghent, Belgium	Tengu 👺
4332	0	False	1171711230756708352	Buffer		0	False	DataQualityKing		2019-09-11 09:05:01	"A data Science timeline 
https://t.co/nEHJDL5JEl https://t.co/yWOathHm6M"		Data King
4333	0	False	1171711217234259968	Twitter Web App		1072	False	webKnjaZ		2019-09-11 09:04:58	"RT @gshotwell: ""You definitely need a PHD to do data science"" he says while manually renaming 75 csv files"	Brno, Czech Republic	Sviatoslove.py🐍 👨‍💻🏡:🇨🇿🇪🇺@Ansible@ Red Hat
4334	0	False	1171711206089842688	Twitter Web App		4	False	AtmaDinnie		2019-09-11 09:04:55	RT @UNinIndia: @UNCCD @ibrahimthiaw @UN @India4Land @UNCCDcso @moefcc @PIB_India @FAO @FAOclimate @WMO Drought policies have to be based on…	Geneva, Switzerland	Atma Dinnie Charles
4335	0	False	1171711024506036224	Twitter for Android		6	False	IamAliyu_Tee		2019-09-11 09:04:12	"RT @TosinOlugbenga: While you await the Buhari and Atiku Breaking News

Apply for FULL STACK WEB DEVELOPMENT via https://t.co/lOPx2rAsz2

P…"	Nigeria|Global 🇳🇬🌍	ALeeYou TaNiMu♣ 阿里
4336	0	False	1171710995644862465	Twitter for iPhone		6	False	nordicgeo		2019-09-11 09:04:05	RT @alx_rpp: “Our bodies are a major source of data!” Sharam Ebadollahi, Head of Data Science and #AI @Novartis speaking about AI in pharma…	Valhalla, Maui & Geneva	Nordic Geospatial 🌍
4337	0	False	1171710930867998720	Twitter for Android		4	False	Naturalist000		2019-09-11 09:03:49	RT @UNinIndia: @UNCCD @ibrahimthiaw @UN @India4Land @UNCCDcso @moefcc @PIB_India @FAO @FAOclimate @WMO Drought policies have to be based on…	Jharkhand, 🌍Deoghar --🇮🇳	Satyam Singh
4338	0	False	1171710910932619265	Twitter Web Client		97	False	msdixon		2019-09-11 09:03:45	RT @kareem_carr: People often ask me whether to learn R or Python for data science so I made a flowchart of my thought process. https://t.c…	occupied Lenape land ~ nyc	lordt byron
4339	0	False	1171710796725985280	Twitter for Android		6	False	BadejoTosin10		2019-09-11 09:03:17	"RT @TosinOlugbenga: While you await the Buhari and Atiku Breaking News

Apply for FULL STACK WEB DEVELOPMENT via https://t.co/lOPx2rAsz2

P…"	Lagos 	Badejo Tosin
4340	0	False	1171710737133162496	Twitter for Android		4	False	moefcc		2019-09-11 09:03:03	RT @UNinIndia: @UNCCD @ibrahimthiaw @UN @India4Land @UNCCDcso @moefcc @PIB_India @FAO @FAOclimate @WMO Drought policies have to be based on…	New Delhi	MoEF&CC
4341	0	False	1171710718934208512	Twitter for iPhone		1856	False	WitterDo		2019-09-11 09:02:59	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Schweiz	Doris Witter
4342	0	False	1171710656808202241	spoken word vincent		1	False	JustBeMentalist		2019-09-11 09:02:44	RT @eztango: https://t.co/HCLYmTLKLY (LV.8) Learn To Handle Data With This $30 Beginners Course In Data Science | HuffPost Life https://t.c…	Shropshire	dystopian mentalist
4343	0	False	1171710642572746752	spoken word vincent		3	False	JustBeMentalist		2019-09-11 09:02:41	RT @ntiative: Lead Big Data Software Engineer with Hadoop #ntiative #bigdata https://t.co/mqsNZiWvkH https://t.co/sg2NylU0xQ	Shropshire	dystopian mentalist
4344	0	False	1171710622779740160	Twitter for iPhone		13	False	mench90		2019-09-11 09:02:36	"RT @KirkDBorne: Why learning #Python is important in #DataScience: https://t.co/LrkPHHO7lE
———————
#BigData #MachineLearning #Algorithms #D…"	Denmark	mmmm
4345	0	False	1171710592928931841	spoken word vincent		1	False	JustBeMentalist		2019-09-11 09:02:29	"RT @DigitalS_Team: Are you willing to make retraining for a Data Scientist career?
Caroline Senac has decided to switch in Data Science, an…"	Shropshire	dystopian mentalist
4346	0	False	1171710571420487681	spoken word vincent		1	False	JustBeMentalist		2019-09-11 09:02:24	RT @DementiasUK: So many exciting opportunities for #data #science #ML researchers right now! Great place to get inspired is @WeAreLogikk M…	Shropshire	dystopian mentalist
4347	11	False	1171710544958676992	Twitter for Android	1171703372019372032	6	False	TosinOlugbenga		2019-09-11 09:02:17	"While you await the Buhari and Atiku Breaking News

Apply for FULL STACK WEB DEVELOPMENT via… https://t.co/FmWgJ9x973"	Lagos, Nigeria	Tosin Olugbenga
4348	0	False	1171710485491662848	ez-tango		1	False	eztango		2019-09-11 09:02:03	https://t.co/HCLYmTLKLY (LV.8) Learn To Handle Data With This $30 Beginners Course In Data Science | HuffPost Life https://t.co/etD23ISPpy	USA	ニュースDE英単語
4349	0	False	1171710352431681536	Twitter for iPhone		5	False	IntHealthAI		2019-09-11 09:01:32	RT @womeninGH: These images show the urgency of applying a #genderlens #intersectionality lens to #AI #SaveLivesWithAI | @Novartis showing…	Basel, Schweiz	Intelligent Health AI
4350	0	False	1171710284798537728	Twitter Web App		1856	False	AeroTrewent		2019-09-11 09:01:15	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	UK	Aeronwen Trewent
4351	1	False	1171710263227293697	Paigey		3	False	ntiative		2019-09-11 09:01:10	Lead Big Data Software Engineer with Hadoop #ntiative #bigdata https://t.co/mqsNZiWvkH https://t.co/sg2NylU0xQ	Krakow, Poland	NTIATIVE IT Recruitment
4352	0	False	1171710220046950400	Twitter Web App		5	False	christianhauck		2019-09-11 09:01:00	RT @womeninGH: These images show the urgency of applying a #genderlens #intersectionality lens to #AI #SaveLivesWithAI | @Novartis showing…	ESFAHAN	praktikant
4353	0	False	1171710209879937025	Twitter for Android		1856	False	aj_dettman		2019-09-11 09:00:58	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Kingston-upon-Hull UK (HU)	Andrew Dettman
4354	0	False	1171710153932099584	Hootsuite Inc.		1	False	DigitalS_Team		2019-09-11 09:00:44	"Are you willing to make retraining for a Data Scientist career?
Caroline Senac has decided to switch in Data Scienc… https://t.co/PddIV6CqmC"	Amsterdam, The Netherlands	Digital Source
4355	0	False	1171710122193801217	Tweepsmap		15	False	ArkangelScrap		2019-09-11 09:00:37	"RT @Ronald_vanLoon: #DataScience Summarized in One Picture
 by @granvilledsc @DataScienceCtrl |
 
 Read more at 
 
 #MachineLearning #ML #I…"	France	ArkangelScrap
4356	0	False	1171710118431473665	Twitter for Android		7	False	akshitac8		2019-09-11 09:00:36	RT @Deep__AI: Level up your data science vocabulary: Reconstruction Entropy https://t.co/nmZZNlnhvb #WhiteNoise #ReconstructionEntropy	India	Akshita Gupta
4357	3	False	1171710105764683776	Hootsuite Inc.		1	False	DementiasUK		2019-09-11 09:00:33	So many exciting opportunities for #data #science #ML researchers right now! Great place to get inspired is… https://t.co/CDUm4n1zth	Oxford, England	Dementias PlatformUK
4358	0	False	1171710083383877633	SocialBee.io v2		1	False	chi2innovations		2019-09-11 09:00:27	RT @chi2innovations: How Can Project Managers Use #DataScience? via @datasciencectrl #abdsc https://t.co/VSs8CHKePR	Dundee, UK	chi2innovations
4359	2	False	1171709994032664576	Buffer		2	False	dbi_srl		2019-09-11 09:00:06	Driving the Success of Data Science Solutions : Skills, Roles and Responsibilities - #Infographic - @Gartner_inc… https://t.co/VIokpOhtuT	Napoli, Campania	dbi.srl
4360	0	False	1171709975581749248	Twitter for iPhone		4	False	ayirpelle		2019-09-11 09:00:02	RT @JeroenBaas: Speaking of Data Detectives 🔍; super excited to be hearing Elizabeth Bik (@MicrobiomDigest) speaking later today at the off…	San Francisco Bay Area	priya joseph
4361	0	False	1171709963489746944	Twitter for Android		1856	False	Duo935		2019-09-11 08:59:59	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	United Kingdom	realSteveSchindler, Esq.
4362	5	False	1171709950319628289	Twitter for iPhone	1171705849720561666	5	False	womeninGH		2019-09-11 08:59:56	These images show the urgency of applying a #genderlens #intersectionality lens to #AI #SaveLivesWithAI | @Novartis… https://t.co/nvhNSQxuqG		Women In Global Health
4363	0	False	1171709946058149888	Twitter Web App		1856	False	radiomidsummer		2019-09-11 08:59:55	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	United Kingdom	Midsummer Radio
4364	2	False	1171709854475608065	Twitter Web Client		0	False	SeanRedmond20		2019-09-11 08:59:33	Great example of science and craft knowledge for practical YJ reform. Next for @REPPP4: @17Greentown replication st… https://t.co/laxyMRpNlb	Cork, Ireland	Sean Redmond
4365	0	False	1171709712884219904	Twitter for iPhone		1	False	sabswithluv		2019-09-11 08:58:59	RT @mehvishmarykhan: Economics is a science - it is based on analysing data and making predictions. Although it can be considered to be an…	Anu ♡	sabs ♡ joonie🌳
4366	10	False	1171709563025985538	Twitter Web App	1171708882839900160	4	False	phiweekbootcamp		2019-09-11 08:58:23	@esa @picampusschool @EO_OPEN_SCIENCE @ESA_EO @e_geos @planetlabs @planetek @DeimosUK @SpaceChain @gemmamilne… https://t.co/PiteA8tAZk	Frascati, Lazio	Φ-Week Bootcamp
4367	0	False	1171709521871482880	Twitter Web App		1	False	HAffagard		2019-09-11 08:58:13	RT @MaaT_Pharma: We are happy to share two important addition to the @MaaT_Pharma team, Jean Remard joined as a CBO and Emannuel Prestat (@…	Lyon, France	Herve Affagard
4368	0	False	1171709427583467520	Twitter Web App	1171149024315039745	0	False	jensdittrich		2019-09-11 08:57:51	"@gshotwell Maybe a BSc or MSc in ""Data Science and Artificial Intelligence"" would already be enough? 😉… https://t.co/2lQwcmwKqk"	Saarbrücken	Jens Dittrich
4369	9	False	1171709366833041408	Twitter Web App	1171675593546403842	4	False	UNinIndia		2019-09-11 08:57:37	@UNCCD @ibrahimthiaw @UN @India4Land @UNCCDcso @moefcc @PIB_India @FAO @FAOclimate @WMO Drought policies have to be… https://t.co/yB57UiHwsU	New Delhi, India	United Nations India
4370	6	False	1171709355219177473	Twitter Web App		1	False	MaaT_Pharma		2019-09-11 08:57:34	We are happy to share two important addition to the @MaaT_Pharma team, Jean Remard joined as a CBO and Emannuel Pre… https://t.co/H06ieSrEDc	Lyon, Rhône-Alpes	MaaT Pharma
4371	0	False	1171709308557389825	Twitter Web App		7	False	YSJUNews		2019-09-11 08:57:23	RT @PPhDechant: Amazing two days of in(tro)duction for #DataScience with these guys - amazing energy in the room. People with such differen…	York, UK	York St John News
4372	0	False	1171709255709118464	Twitter for iPhone		1072	False	isthatsintos		2019-09-11 08:57:10	"RT @gshotwell: ""You definitely need a PHD to do data science"" he says while manually renaming 75 csv files"	Laguna, mostly Taft	Joshy
4373	0	False	1171709144044318720	Twitter for iPhone		3	False	earlconf		2019-09-11 08:56:43	RT @StephensScown: A packed house for day 1 of the #earlconf.  Ben Travers is looking forward to presenting later on #legal #investment iss…	London, England	EARL Conference
4374	127	False	1171709120707084288	Twitter for iPhone	1171684291094306817	26	False	NAN_DINI_		2019-09-11 08:56:38	@prasanto @Furkan_Khan @NPR Perhaps you need a white person to spell O-R-G-A-N-I-C for you to understand &amp; some sci… https://t.co/actNUuywPt		Nandini 🇮🇳
4375	0	False	1171709060611235841	Twitter for iPhone		10	False	joannehackett00		2019-09-11 08:56:24	RT @NicoleMatherIBM: Great to see the next phase of biobank sequencing has been agreed: maximising the potential of our deep UK health data…	London, England	Joanne Hackett
4376	0	False	1171709035495788544	Twitter Web App		6	False	BahSerign		2019-09-11 08:56:18	RT @alx_rpp: “Our bodies are a major source of data!” Sharam Ebadollahi, Head of Data Science and #AI @Novartis speaking about AI in pharma…	Bakoteh, The Gambia	Serign Modou Bah
4377	0	False	1171709031964205056	Twitter for iPhone		1856	False	garrett_georgia		2019-09-11 08:56:17	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	London	Georgia Garrett
4378	0	False	1171708773397913602	Twitter for iPhone		1856	False	StephenGParker		2019-09-11 08:55:15	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Cardiff and London	Stephen Parker
4379	0	False	1171708587346989056	Twitter for Android		1856	False	Psk27Psk		2019-09-11 08:54:31	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…	Newcastle U Lyme 🇬🇧🇪🇺🌍	Paul Kelly #FBPE
4380	0	False	1171708540471455745	Twitter for iPhone		1856	False	PeopleSuffolk		2019-09-11 08:54:19	RT @tom_watson: Given Cummings' focus on data science in the Vote Leave campaign the sudden urgent need for big data collection is extremel…		People’s Vote West Suffolk
4381	0	False	1171708432728166400	Twitter Web App		3	False	Science_Open		2019-09-11 08:53:54	RT @SDawsonBerlin: A new article in the Metadata Collection on @Science_Open ‘Exposing Standardization and Consistency Issues in Repository…	Berlin, Boston, Budapest	ScienceOpen
4382	3	False	1171708314595614721	Twitter Web App		3	False	SDawsonBerlin		2019-09-11 08:53:26	A new article in the Metadata Collection on @Science_Open ‘Exposing Standardization and Consistency Issues in Repos… https://t.co/tcyBPuLgG8	Berlin	Stephanie Dawson
